THUMB,INDEX,MIDDLE,RING,LITTLE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,RESULT
231,173,6,5,26,-1.61,9.02,-2.45,-0.06,0.09,0.03,N
231,172,5,5,25,-1.46,9.12,-2.36,-0.08,1.23,0.24,N
230,174,3,6,25,0.66,9.27,-2.34,-0.03,0.79,0.33,N
227,172,3,6,24,2.40,8.90,-2.75,-0.06,0.23,0.16,N
227,174,5,6,25,2.05,9.12,-2.64,-0.07,0.34,0.08,N
226,173,4,5,25,2.13,9.04,-2.23,0.02,-0.11,-0.01,N
227,174,5,6,25,2.05,9.12,-2.46,0.02,-0.02,0.00,N
226,173,6,7,26,1.74,9.00,-2.77,0.01,-0.03,0.00,N
226,174,5,4,24,1.61,9.03,-2.72,0.02,-0.23,-0.06,N
225,175,5,6,25,1.05,9.00,-2.71,0.00,-0.16,-0.03,N
224,175,5,5,23,1.16,9.07,-2.89,0.00,-0.44,-0.01,N
225,174,5,5,25,0.71,8.85,-2.92,0.05,-0.30,0.01,N
226,175,3,8,23,0.97,8.72,-2.72,0.08,-0.47,-0.00,N
225,174,5,5,25,1.33,9.03,-3.55,0.13,-0.28,0.03,N
227,172,4,6,25,-0.18,8.61,-3.58,0.09,-0.18,-0.09,N
227,174,5,6,25,-0.37,8.79,-3.76,0.06,-0.20,-0.01,N
225,173,5,5,24,-0.20,8.40,-3.87,0.07,-0.08,-0.02,N
225,174,5,6,26,-0.34,8.41,-4.11,0.03,-0.04,0.01,N
226,175,6,3,26,-0.41,8.49,-4.01,0.02,-0.04,0.01,N
225,175,5,7,24,-0.40,8.46,-4.03,-0.00,-0.08,-0.02,N
224,175,5,5,25,-0.35,8.28,-4.06,-0.02,0.01,0.02,N
225,175,3,6,25,-0.25,8.44,-3.95,-0.02,-0.03,0.02,N
224,174,4,4,22,-0.05,8.37,-4.18,-0.01,-0.02,0.04,N
224,174,4,5,23,-0.19,8.29,-4.23,0.07,0.39,0.25,N
225,176,3,8,25,-0.16,8.31,-4.17,-0.07,0.21,0.14,N
226,175,5,5,26,3.46,8.24,-4.09,0.01,1.21,0.10,N
224,175,5,5,26,2.69,8.21,-3.53,-0.04,0.72,0.20,N
223,174,5,4,24,3.08,8.15,-3.80,0.03,0.13,0.02,N
224,175,5,5,24,3.23,8.19,-3.56,-0.05,0.23,0.06,N
225,175,4,6,27,3.13,8.26,-3.33,-0.04,0.04,0.02,N
225,175,5,7,25,3.62,8.23,-3.27,-0.03,-0.01,0.00,N
223,176,4,8,24,3.62,8.23,-3.29,-0.00,-0.01,0.02,N
224,176,4,5,22,3.38,8.32,-3.24,-0.05,-0.04,-0.00,N
224,175,4,5,23,4.79,8.06,-2.79,-0.19,0.41,0.16,N
223,174,6,4,24,4.53,8.18,-2.47,0.03,-0.08,-0.01,N
223,176,5,6,25,4.78,8.13,-2.44,-0.02,-0.08,-0.02,N
223,175,5,5,25,4.53,8.16,-2.74,0.02,-0.03,-0.01,N
224,176,4,5,23,4.51,8.06,-2.85,-0.01,-0.11,-0.00,N
225,176,5,5,25,4.44,8.09,-2.83,0.01,-0.11,-0.03,N
222,175,4,5,22,4.53,8.14,-2.96,-0.00,-0.09,-0.01,N
224,175,5,5,25,4.00,8.23,-2.89,-0.01,-0.04,-0.00,N
223,174,5,6,25,4.29,8.04,-2.98,-0.02,-0.09,-0.02,N
222,175,5,5,23,4.21,8.06,-2.99,-0.04,-0.20,-0.06,N
224,176,6,3,26,4.30,8.15,-3.17,-0.03,0.28,0.05,N
223,175,6,6,26,4.02,8.21,-2.99,0.02,-0.19,-0.04,N
223,175,6,3,26,4.02,8.17,-3.21,-0.02,-0.02,0.00,N
222,174,5,4,25,3.92,8.16,-3.18,-0.03,-0.02,-0.01,N
221,175,4,5,25,4.02,8.21,-3.17,-0.01,-0.01,0.01,N
222,176,4,5,24,3.90,8.24,-3.15,-0.03,-0.04,-0.01,N
221,176,5,5,25,3.79,8.22,-3.15,-0.03,-0.05,-0.03,N
223,174,3,6,25,3.78,8.24,-3.12,-0.00,-0.04,0.00,N
222,176,3,5,25,3.86,8.22,-3.14,-0.02,0.01,0.00,N
222,175,4,5,23,3.76,8.12,-3.22,-0.02,-0.03,0.00,N
224,175,7,7,26,3.74,8.18,-3.17,-0.02,-0.02,0.01,N
222,175,4,5,23,3.80,8.26,-3.13,-0.01,-0.04,0.00,N
222,174,4,5,25,3.78,8.23,-3.22,0.02,-0.04,-0.01,N
221,173,5,5,23,3.80,8.15,-3.25,-0.03,0.00,0.00,N
221,174,5,6,25,3.75,8.18,-3.20,0.00,0.00,0.01,N
220,175,6,6,23,3.66,8.18,-3.22,-0.03,-0.02,-0.00,N
221,174,3,6,25,3.75,8.09,-3.33,-0.03,-0.02,0.01,N
221,174,5,5,26,3.75,8.27,-3.22,-0.04,0.01,-0.01,N
222,174,7,3,25,3.68,8.19,-3.26,-0.05,-0.01,-0.00,N
221,175,6,3,24,3.91,8.19,-3.08,-0.01,-0.02,-0.01,N
220,174,4,7,26,3.79,8.19,-3.19,0.01,0.00,0.05,N
221,175,3,6,25,3.84,8.17,-3.23,-0.03,0.06,-0.01,N
221,175,5,5,24,3.59,8.27,-2.71,-0.11,0.09,-0.04,N
219,176,3,7,25,3.57,8.30,-2.79,0.01,0.02,0.03,N
220,175,4,5,22,3.73,8.43,-2.23,0.13,0.01,-0.08,N
220,175,4,5,23,3.82,8.32,-2.85,-0.13,0.01,0.18,N
219,174,7,6,25,4.99,8.01,-2.88,-0.07,0.03,0.07,N
221,175,8,3,28,4.42,8.07,-2.95,-0.01,0.02,-0.08,N
221,175,6,3,26,4.25,8.23,-2.87,-0.08,0.05,0.03,N
220,175,6,3,26,4.79,8.19,-2.55,0.07,-0.09,-0.15,N
220,174,5,6,25,4.13,8.35,-2.81,0.04,-0.15,0.03,N
219,175,4,5,24,4.47,7.74,-3.79,0.10,-0.19,-0.12,N
218,176,6,4,23,3.50,8.05,-3.00,-0.01,-0.03,-0.03,N
218,176,4,5,23,4.09,7.95,-3.50,0.01,-0.02,-0.06,N
219,176,3,6,27,3.47,8.03,-3.27,-0.03,0.05,0.05,N
219,176,3,6,25,3.85,8.33,-2.65,-0.03,0.13,-0.08,N
217,176,6,3,28,3.70,8.10,-3.72,-0.07,0.01,0.05,N
213,144,1,1,15,-0.16,9.40,-0.95,-0.00,-0.12,0.01,N
214,144,2,2,17,-0.44,9.39,-1.39,0.08,0.08,-0.12,N
214,144,1,2,15,-0.74,9.62,-1.45,0.05,0.02,0.03,N
214,145,2,1,16,-0.66,9.39,-1.22,0.01,-0.00,0.02,N
215,147,1,5,16,-0.71,9.68,-0.93,0.01,-0.11,0.06,N
211,148,1,4,15,-0.38,9.83,-1.04,0.07,0.00,-0.01,N
210,149,0,1,14,-0.69,9.77,-1.65,0.06,-0.08,-0.01,N
206,149,2,2,14,0.27,9.21,-2.11,0.09,0.04,-0.09,N
202,150,2,2,14,-0.93,8.85,-2.18,0.20,-0.05,-0.14,N
203,150,2,2,14,-1.93,9.88,-1.63,-0.24,-0.27,-0.11,N
202,156,2,3,26,-1.85,9.45,-1.22,0.85,0.40,0.12,N
201,161,1,2,33,-1.38,8.89,-2.26,-0.30,-0.20,0.07,N
202,161,0,2,91,-1.13,9.37,-3.30,-0.56,-0.04,-0.17,N
210,156,1,2,40,0.07,8.96,-2.36,0.33,0.15,-0.09,N
208,160,2,1,28,-2.84,9.05,0.27,-0.89,-0.82,-0.51,N
203,186,3,5,24,-0.88,7.83,-4.82,1.34,0.29,0.34,N
207,158,2,4,17,-0.65,7.73,-6.02,-0.10,1.16,0.69,N
217,152,1,2,20,-0.00,7.49,-5.17,0.17,-0.04,-0.13,N
218,153,1,1,21,0.12,7.25,-5.35,0.07,-0.11,-0.13,N
211,156,4,0,22,-0.51,7.46,-5.04,-0.21,-0.41,-0.04,N
202,182,2,3,21,-1.84,7.36,-5.01,0.29,-0.53,-0.14,N
199,168,1,2,76,-1.65,6.99,-6.17,-0.09,0.97,0.54,N
212,161,4,2,28,3.11,7.79,-4.77,-0.27,-0.35,0.14,N
217,159,2,2,24,-0.20,8.27,-4.77,0.29,-0.10,-0.12,N
217,161,1,2,21,1.52,7.57,-5.53,-0.20,0.20,0.48,N
218,162,2,2,19,1.41,8.74,-3.37,-0.30,0.41,0.22,N
222,161,2,2,19,2.15,8.23,-4.07,-0.14,0.08,0.04,N
219,160,3,3,20,-1.13,8.83,-4.68,0.12,0.80,0.39,N
220,156,1,1,19,5.07,6.54,-4.75,-0.01,2.16,-0.24,N
221,151,1,2,20,4.26,8.94,-1.40,0.18,0.78,-0.36,N
223,153,2,3,24,7.27,7.85,-2.08,0.07,0.94,0.11,N
223,152,2,4,19,5.72,7.35,-1.02,-0.14,-0.98,-0.03,N
220,156,4,2,32,0.00,8.05,-1.81,0.39,-5.39,-0.72,N
218,157,2,1,19,5.09,7.83,-3.43,0.27,2.92,0.50,N
220,156,2,1,20,5.32,7.93,-2.49,0.17,1.12,-0.03,N
222,154,3,2,20,7.18,7.29,-1.25,-0.11,0.97,-0.07,N
224,155,2,3,19,6.36,7.66,-0.21,-0.18,-0.27,-0.06,N
222,155,2,2,20,6.47,7.82,-0.18,0.00,0.07,0.04,N
224,154,1,1,19,6.99,7.64,-1.01,-0.05,-1.51,-0.16,N
221,155,3,2,21,3.52,7.75,-3.24,-0.85,-4.74,-0.41,N
220,154,2,1,21,1.71,8.71,-2.29,-0.33,-1.74,-0.03,N
218,155,2,2,18,2.04,8.74,-1.32,-0.37,-0.89,-0.06,N
219,156,3,3,20,0.07,9.26,-1.40,-0.16,-0.60,0.00,N
219,156,2,3,19,0.20,9.79,-1.30,-0.16,-0.39,-0.04,N
221,155,4,2,22,1.20,10.04,-1.15,-0.04,0.14,0.06,N
223,155,2,2,22,0.70,9.51,-1.22,0.00,-0.03,-0.09,N
223,157,2,1,19,0.66,9.55,-1.48,0.01,0.06,-0.10,N
222,156,3,2,21,1.62,9.63,-0.60,-0.02,0.15,-0.42,N
221,157,3,1,19,0.04,9.68,-2.10,0.14,0.65,-0.19,N
220,158,3,4,19,2.31,7.59,-1.94,0.41,0.56,-0.24,N
219,158,3,2,20,0.16,8.03,-3.85,0.30,-0.40,0.05,N
218,158,2,2,19,-0.20,8.32,-4.33,0.34,-0.23,0.30,N
215,160,2,1,20,0.43,8.49,-5.06,0.08,0.01,0.11,N
217,159,3,2,22,0.50,8.34,-4.11,-0.19,0.05,0.04,N
216,158,3,2,20,0.81,8.38,-3.82,-0.03,0.03,0.05,N
217,160,3,1,20,0.86,8.21,-4.13,0.02,-0.02,-0.01,N
216,159,4,2,21,0.71,8.44,-4.24,0.02,-0.09,-0.03,N
217,159,2,2,20,0.34,8.49,-3.84,-0.05,-0.02,0.05,N
220,160,3,2,20,0.78,8.70,-3.76,-0.08,-0.02,0.06,N
221,159,3,2,20,-0.06,8.91,-3.89,-0.02,-0.31,-0.15,N
221,160,1,2,20,0.11,8.71,-3.17,0.11,-0.30,0.06,N
221,160,3,2,22,0.45,7.33,-4.00,-0.11,-0.15,0.18,N
221,161,1,2,21,1.17,8.47,-4.17,0.06,-0.24,-0.01,N
222,161,2,1,20,0.55,8.66,-4.02,-0.08,0.06,0.04,N
223,160,3,2,22,0.71,8.39,-3.81,-0.08,-0.03,-0.01,N
222,160,3,2,20,0.29,8.54,-3.72,0.01,-0.05,-0.02,N
222,161,3,1,20,0.61,8.44,-3.90,0.04,-0.04,-0.09,N
223,160,4,3,20,0.12,8.52,-4.08,0.01,-0.05,-0.03,N
222,161,2,3,19,0.39,8.55,-3.99,-0.03,-0.01,-0.03,N
221,160,3,2,21,0.52,8.54,-3.89,0.03,0.05,0.03,N
224,160,3,3,21,0.38,8.36,-4.25,-0.07,-0.01,-0.01,N
226,163,2,2,20,0.39,8.63,-3.88,-0.09,-0.01,-0.13,N
227,163,1,3,21,-0.03,8.62,-3.64,-0.12,0.08,-0.17,N
229,164,4,2,22,-0.08,8.55,-3.29,-0.12,0.09,-0.13,N
232,164,3,2,21,-0.91,8.78,-3.43,0.14,0.07,-0.10,N
231,164,3,2,20,-0.34,8.63,-3.89,-0.03,0.07,0.01,N
229,165,2,2,20,-0.41,8.59,-3.56,-0.00,0.03,0.05,N
229,164,4,2,21,0.00,8.49,-4.01,0.02,0.01,0.02,N
229,165,3,1,21,-0.38,8.47,-3.75,-0.03,-0.01,-0.01,N
228,164,2,2,21,-0.08,8.65,-3.86,-0.05,-0.01,0.01,N
228,165,4,3,22,-0.16,8.41,-4.05,0.00,-0.01,0.03,N
229,165,3,2,22,0.04,8.70,-3.81,-0.12,0.08,0.14,N
225,165,2,3,21,0.44,8.39,-3.22,0.11,-0.02,-0.01,N
225,164,1,2,21,-0.30,8.66,-3.99,0.07,-0.03,-0.08,N
225,167,2,3,21,-0.26,8.45,-3.93,0.01,-0.01,0.02,N
225,166,1,2,23,0.01,8.50,-3.77,0.01,-0.06,-0.02,N
224,166,2,2,20,-0.13,8.27,-4.02,-0.02,0.02,-0.04,N
224,166,1,2,21,-0.69,8.40,-3.92,0.02,0.04,-0.17,N
222,167,2,3,20,-0.89,8.36,-4.12,0.08,0.02,-0.01,N
222,166,2,2,20,-0.65,8.56,-4.03,-0.22,0.02,0.09,N
223,167,2,3,21,-0.39,8.19,-4.24,0.01,-0.03,0.05,N
221,166,1,3,21,-0.78,8.35,-4.12,-0.00,-0.05,-0.02,N
222,166,2,2,21,-0.53,8.41,-3.97,-0.00,-0.03,-0.03,N
223,167,5,3,22,-0.54,8.39,-4.05,-0.02,0.03,-0.01,N
222,167,4,1,20,-0.61,8.33,-4.08,-0.03,-0.00,0.01,N
222,166,3,0,21,-0.39,8.45,-3.93,-0.04,-0.00,0.03,N
221,167,3,1,20,-0.41,8.48,-3.95,-0.03,0.02,0.05,N
221,166,3,4,21,-0.29,8.53,-4.03,-0.05,0.03,0.03,N
221,168,3,4,19,-0.20,8.55,-3.78,-0.11,-0.06,0.04,N
220,168,3,5,19,-0.09,8.60,-3.75,-0.06,-0.02,0.02,N
220,168,3,2,21,-0.27,8.68,-3.72,-0.09,-0.01,0.07,N
219,167,2,3,20,0.25,8.77,-3.40,-0.14,-0.04,0.09,N
218,167,2,3,21,0.33,8.77,-3.21,-0.06,-0.04,0.06,N
219,166,3,2,21,0.56,8.83,-3.18,-0.07,-0.03,0.02,N
218,166,3,2,20,0.14,8.89,-3.27,-0.00,-0.05,-0.01,N
218,167,2,1,21,0.39,8.55,-3.31,0.09,0.06,0.01,N
218,167,4,3,22,0.12,9.00,-3.31,-0.05,-0.06,-0.00,N
217,166,3,2,21,0.57,8.78,-3.21,-0.07,0.02,0.03,N
217,168,2,1,21,0.42,8.91,-3.06,-0.05,-0.00,0.01,N
217,168,4,3,23,0.37,8.94,-3.00,-0.03,-0.03,-0.00,N
217,167,4,3,22,0.61,8.81,-3.18,-0.02,-0.01,-0.00,N
216,167,3,1,21,0.38,9.00,-2.95,-0.09,-0.03,-0.04,N
216,166,3,3,21,0.51,8.93,-2.96,-0.04,-0.02,-0.02,N
216,167,4,3,20,0.49,9.00,-2.96,-0.04,0.01,0.02,N
215,167,2,2,20,0.40,9.05,-2.73,-0.08,0.00,0.02,N
216,167,3,3,21,0.66,9.05,-2.73,-0.02,-0.03,0.03,N
215,167,1,2,21,0.43,9.09,-2.75,-0.01,-0.01,-0.04,N
215,168,4,3,22,0.62,9.00,-2.64,0.04,-0.03,-0.02,N
215,168,3,4,21,0.34,9.08,-3.17,0.06,0.00,-0.08,N
214,166,3,2,21,0.56,8.85,-3.09,0.03,-0.05,0.02,N
215,168,4,3,21,0.40,8.97,-2.94,0.04,-0.01,-0.03,N
214,167,2,2,21,0.23,8.94,-3.26,0.04,-0.01,-0.05,N
215,168,3,3,21,0.13,8.81,-3.24,0.03,0.05,0.02,N
215,166,4,2,21,0.35,8.92,-3.23,0.08,-0.01,0.02,N
215,168,4,3,21,0.20,8.75,-3.42,0.00,0.01,-0.02,N
214,167,3,4,22,0.12,8.60,-3.54,0.11,-0.04,-0.10,N
213,169,3,3,21,-0.16,8.50,-3.93,0.11,-0.04,-0.09,N
212,169,3,3,21,0.01,8.43,-3.99,-0.03,0.00,0.00,N
219,176,6,5,26,4.01,8.04,-3.02,0.04,-0.04,-0.05,N
217,176,5,6,24,4.08,8.13,-3.03,0.08,-0.04,0.02,N
219,175,8,3,26,3.85,8.25,-3.56,-0.04,-0.09,-0.06,N
215,176,5,5,23,3.58,7.94,-3.12,-0.02,0.03,-0.04,N
217,176,5,5,25,3.21,8.16,-3.28,-0.01,0.03,-0.22,N
216,175,4,6,26,5.06,7.95,-3.24,-0.03,-0.77,-0.14,N
218,175,5,7,26,4.60,7.91,-3.46,-0.19,0.04,0.16,N
217,177,5,5,25,4.30,7.86,-3.19,0.06,-0.11,-0.05,N
218,176,3,6,25,3.79,7.98,-3.29,-0.06,0.03,-0.02,N
217,177,4,5,25,4.40,8.03,-3.29,-0.01,-0.05,-0.06,N
218,174,3,6,25,5.72,7.78,-3.61,0.02,0.00,0.09,N
224,175,2,3,19,-0.23,9.18,-2.28,0.00,-0.02,0.02,N
225,176,3,2,21,-0.19,9.13,-2.47,-0.01,-0.04,0.01,N
225,176,3,2,19,-0.17,9.17,-2.40,-0.02,-0.03,0.03,N
225,176,2,4,19,-0.11,9.24,-2.51,-0.05,-0.00,0.01,N
225,177,2,4,19,-0.10,9.13,-2.47,-0.01,-0.01,-0.01,N
224,175,2,3,20,-0.14,9.13,-2.55,-0.05,0.00,0.02,N
224,175,2,3,20,-0.24,9.21,-2.49,-0.03,-0.08,0.01,N
225,175,2,4,19,-0.31,9.08,-2.54,-0.08,-0.19,0.13,N
224,175,2,3,19,-0.57,8.99,-2.49,0.35,-0.42,-0.06,N
224,176,5,3,21,-0.39,8.89,-2.96,0.20,-0.37,0.23,N
225,176,2,4,19,-0.01,8.75,-3.35,0.18,-0.29,0.28,N
225,177,3,4,19,-0.44,8.74,-3.87,0.06,-0.34,0.27,N
225,176,2,2,20,0.45,8.67,-3.01,-0.02,-0.01,0.04,N
223,176,2,2,20,0.42,8.55,-4.20,0.06,-0.03,0.14,N
225,177,2,4,19,0.15,8.57,-3.75,0.03,-0.03,0.03,N
223,176,2,4,19,0.53,8.61,-4.00,0.03,-0.12,0.04,N
224,175,2,4,19,0.31,8.54,-3.47,-0.20,-0.17,0.37,N
224,175,2,4,20,-0.18,7.94,-3.99,0.18,-0.13,0.19,N
223,177,2,5,19,0.88,8.33,-4.43,0.08,-0.12,0.28,N
224,176,3,3,21,1.58,8.32,-3.90,-0.06,-0.12,0.28,N
223,177,2,3,19,1.12,8.20,-4.26,0.15,0.11,-0.10,N
224,176,1,3,20,1.52,8.00,-4.47,0.03,0.12,0.11,N
223,177,2,3,19,1.58,8.03,-4.63,0.08,0.08,0.02,N
225,176,2,2,20,1.67,7.89,-4.61,-0.04,-0.01,0.07,N
223,175,3,2,20,1.97,8.02,-4.53,0.05,-0.07,0.05,N
225,176,2,2,20,1.71,7.98,-4.75,-0.10,0.00,-0.03,N
224,176,1,2,20,1.74,7.80,-4.60,0.03,-0.02,0.01,N
224,176,2,4,19,1.82,7.97,-4.63,0.01,-0.02,-0.01,N
223,176,3,2,19,1.60,7.78,-4.77,0.00,-0.00,-0.02,N
223,176,2,2,20,1.43,7.84,-4.65,-0.05,0.03,-0.06,N
224,176,4,3,19,1.58,7.90,-4.71,0.00,-0.01,-0.03,N
224,176,3,3,20,1.70,7.98,-4.61,-0.01,0.01,-0.02,N
223,176,4,3,20,1.81,8.00,-4.66,0.00,-0.02,0.02,N
224,176,1,3,21,1.77,7.75,-4.92,-0.18,-0.01,-0.08,N
224,176,2,4,20,2.01,7.77,-4.96,-0.06,-0.16,0.04,N
224,176,3,2,20,1.31,8.05,-4.50,-0.13,0.07,0.17,N
224,177,2,3,20,2.19,8.32,-4.33,-0.05,-0.01,0.08,N
224,176,2,1,20,1.88,8.03,-4.23,-0.21,0.20,-0.18,N
223,176,3,4,19,1.87,7.97,-4.09,0.07,-0.16,0.24,N
224,176,1,2,20,1.15,8.03,-4.45,-0.02,-0.01,-0.15,N
225,176,2,2,20,2.09,8.16,-4.33,-0.03,-0.11,0.13,N
223,176,2,2,20,2.03,8.15,-4.29,-0.02,-0.05,0.04,N
224,176,2,2,20,1.86,8.22,-4.12,-0.04,0.08,-0.04,N
225,177,2,5,19,1.86,8.19,-4.13,0.02,-0.06,-0.03,N
224,177,4,2,21,1.84,8.09,-4.27,-0.03,-0.06,0.01,N
223,176,1,2,19,1.81,8.05,-4.22,0.02,0.01,0.02,N
225,176,2,3,20,2.09,8.09,-4.45,-0.05,0.21,0.01,N
223,177,2,5,19,2.13,7.98,-4.46,-0.02,-0.01,0.01,N
224,176,2,4,19,2.12,8.15,-4.34,0.01,-0.03,0.02,N
223,176,2,2,20,2.05,8.08,-4.31,0.02,-0.04,0.00,N
224,176,2,3,20,2.04,8.19,-4.21,0.02,0.02,0.01,N
223,176,1,2,20,2.10,8.02,-4.40,-0.01,-0.04,0.01,N
224,175,3,3,20,2.04,8.03,-4.49,-0.00,-0.00,0.01,N
223,175,2,3,20,2.10,8.00,-4.43,-0.01,0.03,-0.01,N
223,169,2,3,20,2.07,7.88,-4.46,-0.05,-0.00,-0.00,N
223,170,1,2,20,1.95,8.12,-4.42,0.01,-0.00,0.03,N
225,170,2,2,20,2.04,8.08,-4.46,-0.02,0.05,0.01,N
224,171,5,3,23,1.97,7.96,-4.38,-0.02,-0.02,0.00,N
223,167,3,2,20,1.95,8.13,-4.18,0.02,-0.04,0.02,N
225,167,2,2,21,2.01,8.06,-4.25,-0.06,-0.03,-0.02,N
225,170,1,1,20,2.27,8.10,-4.24,-0.23,0.09,-0.02,N
224,171,2,3,21,2.02,8.15,-4.19,0.02,-0.06,-0.01,N
224,171,2,4,20,2.15,8.11,-4.14,0.04,-0.04,0.00,N
223,172,2,4,20,2.06,8.22,-3.85,-0.02,-0.03,0.01,N
224,171,2,3,22,2.03,8.05,-4.28,-0.04,-0.00,-0.02,N
224,172,1,3,20,2.17,8.16,-4.21,0.00,0.00,0.02,N
222,172,2,2,20,1.92,8.22,-4.17,-0.06,-0.03,0.04,N
222,172,2,2,21,1.99,7.94,-4.38,0.01,0.02,-0.00,N
222,173,2,3,20,2.34,8.20,-4.28,-0.02,0.01,0.01,N
223,175,3,4,19,2.29,8.06,-4.15,0.04,0.03,0.05,N
221,173,2,3,20,2.07,8.05,-4.41,-0.05,-0.04,0.02,N
220,174,2,3,20,2.59,7.81,-4.20,0.02,0.03,-0.02,N
218,174,4,3,22,2.60,7.26,-4.71,0.11,-0.11,0.03,N
218,174,4,3,20,2.16,7.71,-4.80,-0.01,-0.02,-0.04,N
216,174,2,3,21,2.40,7.88,-4.53,-0.08,0.00,-0.00,N
180,131,2,4,12,0.52,8.10,-4.64,0.04,-0.12,0.07,O
180,131,1,2,14,0.66,8.32,-4.29,-0.04,-0.04,0.04,O
180,130,1,3,15,0.49,8.21,-4.41,-0.05,-0.04,-0.02,O
181,132,3,2,12,0.56,8.27,-4.34,0.04,-0.04,-0.02,O
182,133,3,4,14,0.81,8.17,-4.51,-0.03,0.06,-0.04,O
180,133,1,2,14,0.50,8.42,-4.24,-0.08,0.12,-0.06,O
181,133,1,3,13,0.46,8.03,-4.27,-0.04,-0.04,-0.00,O
185,134,4,3,15,0.80,8.42,-4.17,-0.11,-0.00,0.04,O
181,135,3,2,15,0.64,8.37,-3.97,0.01,0.01,-0.01,O
182,135,1,2,13,0.72,8.27,-4.28,0.11,0.05,0.06,O
184,136,2,2,16,1.04,8.11,-4.47,-0.00,0.01,0.00,O
182,135,2,3,14,0.81,8.19,-4.56,0.10,-0.02,-0.00,O
183,137,1,4,14,1.03,8.24,-4.51,0.09,-0.02,-0.03,O
183,137,1,4,14,0.80,7.97,-4.88,-0.12,-0.05,0.03,O
185,138,2,2,16,1.02,7.98,-4.62,0.11,-0.08,0.06,O
187,148,2,4,24,1.21,7.55,-5.16,0.13,-0.23,0.01,O
188,164,5,3,22,0.79,7.88,-5.22,0.04,-0.01,0.04,O
189,180,5,3,24,0.58,7.76,-5.00,-0.07,-0.23,0.01,O
189,183,5,5,24,0.49,7.73,-4.97,-0.17,-0.05,-0.03,O
188,182,4,5,23,0.61,8.12,-4.50,-0.08,0.05,-0.02,O
186,182,4,5,23,0.60,8.06,-4.48,0.09,0.04,0.01,O
184,180,5,6,26,0.71,7.91,-4.75,0.01,-0.03,0.02,O
185,181,5,6,25,0.55,7.77,-4.98,0.02,-0.05,0.01,O
185,181,4,5,22,0.52,8.00,-4.67,-0.06,-0.04,0.00,O
185,181,5,5,24,0.64,8.13,-4.68,0.05,-0.04,0.04,O
183,182,4,6,25,0.35,7.97,-4.70,-0.05,-0.03,0.01,O
183,179,6,6,25,0.48,7.95,-4.99,-0.01,-0.07,0.01,O
181,182,3,6,23,0.67,7.83,-4.84,-0.03,-0.05,0.00,O
182,180,4,5,22,0.58,7.91,-4.82,-0.06,-0.02,-0.01,O
184,178,5,5,25,0.81,8.05,-4.79,0.03,0.01,0.03,O
182,181,3,5,24,0.74,7.90,-4.68,-0.02,-0.04,-0.02,O
182,181,5,5,22,0.73,7.99,-4.86,-0.05,0.01,-0.01,O
188,165,4,5,22,0.94,7.80,-4.80,0.02,-0.06,0.01,O
194,135,3,1,1023,0.39,7.85,-5.50,-0.41,-0.24,0.04,O
195,130,2,3,13,0.57,8.32,-4.32,0.00,0.35,-0.04,O
189,132,1,5,15,0.43,8.49,-4.24,-0.08,-0.03,0.02,O
176,131,2,2,14,0.67,8.55,-4.06,-0.07,-0.14,-0.06,O
175,134,4,2,14,0.38,8.51,-3.59,-0.07,-0.01,0.03,O
172,133,1,4,16,0.47,8.43,-3.97,-0.05,-0.09,0.05,O
174,134,2,2,16,0.81,8.48,-4.15,0.07,-0.04,0.05,O
172,136,2,3,14,0.68,8.30,-4.18,0.16,-0.11,-0.05,O
174,136,1,2,15,0.93,8.34,-4.05,0.01,-0.04,-0.01,O
173,136,1,2,15,0.46,8.53,-4.02,0.03,0.01,-0.07,O
174,138,1,2,16,0.26,8.26,-4.36,0.07,-0.01,0.03,O
175,139,3,4,15,0.24,8.09,-4.93,-0.04,-0.04,-0.00,O
176,139,1,1,16,0.71,8.24,-4.22,-0.02,0.00,-0.03,O
176,140,2,3,17,-0.06,8.51,-4.40,0.17,0.02,0.09,O
182,141,3,6,17,1.11,8.17,-4.46,-0.20,0.06,0.05,O
187,150,2,2,17,0.70,8.22,-4.35,0.02,0.08,-0.02,O
188,162,5,3,22,0.76,8.34,-3.96,0.03,-0.04,-0.09,O
191,176,5,5,98,-0.01,8.44,-3.75,0.25,-0.15,-0.03,O
190,180,2,5,23,0.23,8.16,-4.49,-0.04,-0.02,0.02,O
189,180,4,4,25,0.01,8.36,-4.23,-0.09,0.02,0.02,O
190,179,6,5,24,0.25,8.31,-4.30,-0.01,0.04,0.01,O
192,179,6,3,26,0.32,8.19,-4.58,0.05,0.08,0.05,O
189,177,5,5,25,0.11,7.36,-5.21,0.01,-0.21,0.03,O
189,178,5,5,24,0.90,8.23,-4.62,-0.01,-0.17,0.07,O
188,157,4,3,20,1.46,8.22,-4.60,-0.15,0.04,-0.04,O
194,138,2,2,1020,0.20,8.20,-4.04,0.01,0.02,-0.24,O
192,135,2,2,20,-0.23,8.23,-4.60,0.15,0.27,-0.12,O
190,137,2,3,16,0.16,7.65,-4.98,-0.10,-0.04,-0.06,O
189,138,3,3,21,0.12,8.25,-4.28,-0.20,0.07,0.10,O
189,137,1,1,18,0.45,8.43,-4.02,0.05,-0.00,0.02,O
189,139,4,3,20,0.21,8.32,-4.32,-0.01,-0.03,0.04,O
